DEPARTAMENTO,PROVINCIA,DISTRITO,LATITUD,LONGITUD
AREQUIPA,ISLAY,DEAN VALDIVIA,-17.1012765,-71.8318692
SAN MARTIN,HUALLAGA,SACANCHE,-7.1029798,-76.7818166
SAN MARTIN,RIOJA,YURACYACU,-5.9306085,-77.2262651
LA LIBERTAD,PATAZ,HUAYO,-8.004681,-77.5923049
TACNA,TARATA,SITAJARA,-17.3754321,-70.1339063
ANCASH,HUARI,UCO,-9.1883438,-76.9284693
AYACUCHO,SUCRE,QUEROBAMBA,-14.0113112,-73.8388183
ANCASH,MARISCAL LUZURR,MUSGA,,
MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,-16.7509756,-70.6861433
LA LIBERTAD,SANTIAGO DE CHU,SITABAMBA,,
LIMA,OYON,ANDAJES,-10.7925972,-76.9089114
PIURA,TALARA,LOBITOS,-4.452793,-81.2777126
HUANUCO,PUERTO INCA,HONORIA,-8.7152751,-74.6871746
ANCASH,POMABAMBA,PAROBAMBA,-8.6958388,-77.4300193
AREQUIPA,AREQUIPA,YARABAMBA,-16.5469355,-71.4752051
ANCASH,HUAYLAS,YURACMARCA,-8.7375001,-77.9039803
JUNIN,HUANCAYO,QUICHUAY,-11.8898124,-75.286375
LIMA,YAUYOS,TOMAS,-12.2383101,-75.7460249
APURIMAC,COTABAMBAS,COYLLURQUI,-13.8374408,-72.4321251
LA LIBERTAD,GRAN CHIMU,SAYAPULLO,-7.5954683,-78.4658832
HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,-13.7368146,-75.2437
PUNO,MOHO,CONIMA,-15.4576993,-69.4380307
HUANUCO,HUAMALIES,MIRAFLORES,-9.4941859,-76.8186611
PUNO,PUNO,ACORA,-15.9735935,-69.7975749
ANCASH,BOLOGNESI,HUASTA,-10.1236042,-77.1464065
PUNO,MELGAR,ANTAUTA,-14.2997287,-70.2919047
CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,-6.4772439,-79.2481234
APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,-13.487246,-72.7993767
ANCASH,BOLOGNESI,ANTONIO RAYMONDI,-10.2039425,-77.4856158
HUANCAVELICA,TAYACAJA,SALCABAMBA,-12.201982,-74.7807505
SAN MARTIN,MARISCAL CACERE,HUICUNGO,,
HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,-12.5185266,-74.5477628
CUSCO,CANAS,CHECCA,-14.4734175,-71.3942846
HUANCAVELICA,ACOBAMBA,ANTA,-12.8121624,-74.6385209
JUNIN,JAUJA,SAUSA,-11.793178,-75.4828109
ANCASH,AIJA,AIJA,-9.780024,-77.6106358
CAJAMARCA,CAJAMARCA,COSPAN,-7.4270012,-78.5423093
CUSCO,ANTA,PUCYURA,-13.4793288,-72.1113614
AREQUIPA,CASTILLA,TIPAN,-15.7227452,-72.5020617
LAMBAYEQUE,CHICLAYO,PUCALA,-6.7813847,-79.6107119
LA LIBERTAD,ASCOPE,CASA GRANDE,-7.7446102,-79.1879884
HUANCAVELICA,TAYACAJA,LAMBRAS,-12.0512577,-74.656179
HUANUCO,LEONCIO PRADO,PUEBLO NUEVO,-9.0815627,-75.9649437
AYACUCHO,PARINACOCHAS,CORONEL CASTAÃEDA,,
CUSCO,LA CONVENCION,KUMPIRUSHIATO,-12.6170006,-73.1049823
APURIMAC,GRAU,PATAYPAMPA,-14.1774623,-72.6722163
PIURA,HUANCABAMBA,SONDOR,-5.3943603,-79.3594952
LIMA,YAUYOS,ALLAUCA,-12.5912073,-76.0371409
CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,-7.3537249,-78.0111071
LORETO,LORETO,TIGRE,-3.0555554,-75.2118391
AREQUIPA,LA UNION,COTAHUASI,-15.2126221,-72.889254
LORETO,DATEM DEL MARAÃON,MANSERICHE,,
HUANUCO,DOS DE MAYO,QUIVILLA,-9.600044,-76.725922
UCAYALI,PADRE ABAD,HUIPOCA,-8.9778326,-75.4474695
LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYRE,-12.1304295,-76.2164694
CUSCO,CHUMBIVILCAS,LIVITACA,-14.3125299,-71.6895185
CUSCO,CANAS,LANGUI,-14.4324797,-71.2728865
PIURA,PIURA,VEINTISEIS DE OCTUBRE,-5.1773148,-80.6643517
PUNO,CARABAYA,MACUSANI,-14.0684826,-70.4313639
JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,-11.2014863,-76.3433373
PASCO,DANIEL ALCIDES,VILCABAMBA,-10.4791215,-76.4472565
AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,-13.1542569,-74.199401
AYACUCHO,HUANTA,AYAHUANCO,-12.6330163,-74.2911392
UCAYALI,CORONEL PORTILLO,MANANTAY,-8.5670673,-74.4858866
SAN MARTIN,PICOTA,TINGO DE PONASA,-6.9357566,-76.2539578
MADRE DE DIOS,TAHUAMANU,IÃAPARI,,
HUANUCO,MARANON,LA MORADA,-8.7947478,-76.2493712
LIMA,YAUYOS,CACRA,-12.8127753,-75.7831157
PUNO,EL COLLAO,PILCUYO,-16.1104755,-69.5542716
APURIMAC,ANTABAMBA,EL ORO,-14.1642812,-73.0431589
LORETO,MAYNAS,ALTO NANAY,-3.2681319,-74.3097829
CAJAMARCA,SAN MARCOS,GREGORIO PITA,-7.2214778,-78.1614798
TACNA,TACNA,LA YARADA LOS PALOS,-18.2115431,-70.450744
CAJAMARCA,CELENDIN,SOROCHUCO,-6.9116568,-78.2550906
AYACUCHO,LA MAR,PATIBAMBA,-13.0623293,-73.9418751
LORETO,ALTO AMAZONAS,SANTA CRUZ,-5.5133345,-75.8586131
ANCASH,YUNGAY,SHUPLUY,-9.217939,-77.6950655
JUNIN,JUNIN,ONDORES,-11.0837184,-76.1470415
AYACUCHO,LA MAR,SAMUGARI,-12.839777,-73.6944194
LA LIBERTAD,JULCAN,HUASO,-8.2245143,-78.4137337
AMERICA,ARGENTINA,NAN,,
HUANUCO,YARAWILCA,CHORAS,,
AYACUCHO,LA MAR,NINABAMBA,-13.0895924,-73.916184
HUANCAVELICA,CASTROVIRREYNA,ARMA,-13.119588,-75.4995574
JUNIN,CONCEPCION,CHAMBARA,-12.0274597,-75.3750545
LA LIBERTAD,SANCHEZ CARRION,CURGOS,-7.8602476,-77.94356
ANCASH,CARHUAZ,ATAQUERO,-9.2594018,-77.7070475
AMAZONAS,RODRIGUEZ DE ME,VISTA ALEGRE,,
SAN MARTIN,PICOTA,SAN CRISTOBAL,-6.9751119,-76.436615
CUSCO,LA CONVENCION,UNION ASHANINKA,,
SAN MARTIN,SAN MARTIN,SAUCE,-6.6903361,-76.2172506
HUANUCO,HUANUCO,SAN PABLO DE PILLAO,-9.7954978,-75.9955698
PUNO,PUNO,PAUCARCOLLA,-15.7451407,-70.0562522
TUMBES,CONTRALMIRANTE,CANOAS DE PUNTA SAL,-4.0122929,-80.889965
APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,-13.8047365,-73.3270027
HUANCAVELICA,TAYACAJA,TINTAY PUNCU,-12.1819148,-74.564408
LIMA,HUARAL,ATAVILLOS BAJO,-11.347645,-76.7554965
CAJAMARCA,CUTERVO,LA RAMADA,-6.2120596,-78.5602617
LIMA,HUAROCHIRI,HUANZA,-11.6560309,-76.5033777
CUSCO,LA CONVENCION,VILLA KINTIARINA,-12.910516,-73.4779876
JUNIN,JAUJA,RICRAN,-11.542522,-75.5233267
APURIMAC,AYMARAES,YANACA,-14.2257993,-73.1601411
PUNO,MELGAR,NUÃOA,,
AREQUIPA,AREQUIPA,SABANDIA,-16.4522286,-71.4598871
LORETO,DATEM DEL MARAÃON,PASTAZA,,
HUANUCO,LEONCIO PRADO,CASTILLO GRANDE,-9.2780893,-76.0087127
HUANCAVELICA,HUAYTARA,LARAMARCA,-13.9484741,-75.0353852
HUANCAVELICA,HUANCAVELICA,HUANDO,-12.564374,-74.9472848
AREQUIPA,CAYLLOMA,ACHOMA,-15.6615552,-71.6999231
AYACUCHO,LUCANAS,LLAUTA,-14.2437107,-74.9199697
AREQUIPA,CARAVELI,CAHUACHO,-15.503149,-73.479701
PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,-14.1119359,-69.0477528
LORETO,REQUENA,JENARO HERRERA,-4.9055783,-73.6686202
APURIMAC,AYMARAES,IHUAYLLO,-14.1334308,-73.2679351
LIMA,YAUYOS,HUAMPARA,-12.3602081,-76.1673655
AMAZONAS,BAGUA,EL PARCO,-5.6251674,-78.4756715
SAN MARTIN,SAN MARTIN,PAPAPLAYA,-6.2093223,-75.7815886
LIMA,CAJATAMBO,MANAS,-10.5953572,-77.1670582
LA LIBERTAD,BOLIVAR,UCHUMARCA,-7.0470027,-77.8056155
HUANCAVELICA,CHURCAMPA,PACHAMARCA,-12.5154459,-74.5263483
LORETO,REQUENA,EMILIO SAN MARTIN,-6.2736324,-74.5306917
LIMA,HUAROCHIRI,SAN JUAN DE TANTARANCHE,-12.113502,-76.1825917
HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,-12.5781896,-74.411711
JUNIN,JAUJA,MASMA CHICCHE,-11.7743712,-75.3576469
SAN MARTIN,TOCACHE,SANTA LUCIA,-8.3469093,-76.3909468
CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,-6.6774179,-78.2041829
NAN,NAN,NAN,-53.1399316,-70.8798843
